entry_index,filename,species_name,species_code,domain_category,threat_level,confidence_tier,recommended_deterrent,source_split,file_size_kb,relative_path,absolute_path
5778,WS-WL-SD-00070.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,396.76,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00070.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00070.jpg
5779,WS-WL-SD-00071.jpeg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,13.91,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00071.jpeg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00071.jpeg
5780,WS-WL-SD-00071.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,78.05,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00071.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00071.jpg
5781,WS-WL-SD-00072.jpeg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,9.21,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00072.jpeg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00072.jpeg
5782,WS-WL-SD-00072.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,20.14,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00072.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00072.jpg
5783,WS-WL-SD-00073.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,39.02,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00073.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00073.jpg
5784,WS-WL-SD-00074.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,180.29,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00074.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00074.jpg
5785,WS-WL-SD-00075.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,127.32,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00075.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00075.jpg
5786,WS-WL-SD-00076.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,144.29,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00076.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00076.jpg
5787,WS-WL-SD-00077.jpeg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,136.91,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00077.jpeg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00077.jpeg
5788,WS-WL-SD-00077.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,76.27,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00077.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00077.jpg
5789,WS-WL-SD-00078.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,609.49,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00078.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00078.jpg
5790,WS-WL-SD-00078.png,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,154.12,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00078.png,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00078.png
5791,WS-WL-SD-00079.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,81.95,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00079.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00079.jpg
5792,WS-WL-SD-00079.webp,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,328.87,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00079.webp,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00079.webp
5793,WS-WL-SD-00080.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,1552.71,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00080.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00080.jpg
5794,WS-WL-SD-00081.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,59.8,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00081.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00081.jpg
5795,WS-WL-SD-00082.jpeg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,1305.74,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00082.jpeg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00082.jpeg
5796,WS-WL-SD-00082.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,152.07,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00082.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00082.jpg
5797,WS-WL-SD-00083.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,201.59,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00083.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00083.jpg
5798,WS-WL-SD-00083.png,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,34.53,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00083.png,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00083.png
5799,WS-WL-SD-00084.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,123.76,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00084.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00084.jpg
5800,WS-WL-SD-00085.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,6164.44,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00085.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00085.jpg
5801,WS-WL-SD-00085.png,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,419.26,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00085.png,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00085.png
5802,WS-WL-SD-00086.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,207.03,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00086.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00086.jpg
5803,WS-WL-SD-00087.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,190.79,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00087.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00087.jpg
5804,WS-WL-SD-00088.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,42.84,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00088.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00088.jpg
5805,WS-WL-SD-00089.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,8798.66,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00089.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00089.jpg
5806,WS-WL-SD-00090.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,637.76,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00090.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00090.jpg
5807,WS-WL-SD-00090.png,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,77.18,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00090.png,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00090.png
5808,WS-WL-SD-00091.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,1765.52,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00091.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00091.jpg
5809,WS-WL-SD-00091.png,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,494.33,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00091.png,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00091.png
5810,WS-WL-SD-00092.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,327.24,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00092.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00092.jpg
5811,WS-WL-SD-00093.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,927.64,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00093.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00093.jpg
5812,WS-WL-SD-00094.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,232.94,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00094.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00094.jpg
5813,WS-WL-SD-00094.webp,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,28.38,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00094.webp,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00094.webp
5814,WS-WL-SD-00095.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,103.46,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00095.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00095.jpg
5815,WS-WL-SD-00096.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,6.69,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00096.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00096.jpg
5816,WS-WL-SD-00097.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,54.95,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00097.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00097.jpg
5817,WS-WL-SD-00098.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,10.77,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00098.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00098.jpg
5818,WS-WL-SD-00099.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,188.16,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00099.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00099.jpg
5819,WS-WL-SD-00100.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,724.95,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00100.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00100.jpg
5820,WS-WL-SD-00101.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,41.93,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00101.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00101.jpg
5821,WS-WL-SD-00102.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,137.45,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00102.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00102.jpg
5822,WS-WL-SD-00103.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,518.94,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00103.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00103.jpg
5823,WS-WL-SD-00104.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,97.37,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00104.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00104.jpg
5824,WS-WL-SD-00105.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,62.4,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00105.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00105.jpg
5825,WS-WL-SD-00106.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,61.97,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00106.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00106.jpg
5826,WS-WL-SD-00107.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,7.51,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00107.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00107.jpg
5827,WS-WL-SD-00108.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,19.09,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00108.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00108.jpg
5828,WS-WL-SD-00108.png,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,168.46,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00108.png,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00108.png
5829,WS-WL-SD-00109.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,11.75,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00109.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00109.jpg
5830,WS-WL-SD-00110.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,140.08,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00110.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00110.jpg
5831,WS-WL-SD-00111.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,65.8,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00111.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00111.jpg
5832,WS-WL-SD-00112.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,74.42,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00112.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00112.jpg
5833,WS-WL-SD-00112.png,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,111.87,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00112.png,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00112.png
5834,WS-WL-SD-00113.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,8.57,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00113.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00113.jpg
5835,WS-WL-SD-00114.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,67.34,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00114.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00114.jpg
5836,WS-WL-SD-00115.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,556.02,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00115.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00115.jpg
5837,WS-WL-SD-00116.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,61.97,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00116.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00116.jpg
5838,WS-WL-SD-00117.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,196.49,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00117.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00117.jpg
5839,WS-WL-SD-00118.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,15.39,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00118.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00118.jpg
5840,WS-WL-SD-00119.jpeg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,12.95,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00119.jpeg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00119.jpeg
5841,WS-WL-SD-00119.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,7.23,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00119.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00119.jpg
5842,WS-WL-SD-00120.jpeg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,9.58,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00120.jpeg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00120.jpeg
5843,WS-WL-SD-00120.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,14.11,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00120.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00120.jpg
5844,WS-WL-SD-00121.jpeg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,11.16,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00121.jpeg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00121.jpeg
5845,WS-WL-SD-00121.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,39.79,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00121.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00121.jpg
5846,WS-WL-SD-00122.jpeg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,10.96,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00122.jpeg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00122.jpeg
5847,WS-WL-SD-00122.jpg,Spotted Deer,WS-WL-SD,Wildlife,MEDIUM,92% - 95%,Soft Floodlight + Mild Alarm,Raw Repository,84.83,WildShield-Dataset/raw/2_Spotted_Deer/WS-WL-SD-00122.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\raw\2_Spotted_Deer\WS-WL-SD-00122.jpg
